username,duration,product_id,round,product,from_url
F003,1345,F003-1775897255.8806808,8,"{""name"": ""定妆喷雾三效款"", ""description"": ""DAZZLE ME Get a Grip! 定妆喷雾 水光款-哑光款-抗痘舒缓款"", ""type"": -1, ""tags"": ""定妆喷雾,控油持妆,哑光雾面,水光肌,抗痘舒缓,妆前打底,妆后定妆,长效持妆,保湿定妆,敏感肌适用,油皮亲妈,干皮救星,定妆神器,喷雾细腻,补妆必备"", ""labels"": ""美妆"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729658608795880322.jpeg"", ""brand"": """", ""category_id_path"": ""14.848648"", ""categories"": [{""id"": ""fc085929-4320-42c0-a311-ebda556663a9"", ""name"": ""定妆喷雾三效款"", ""price"": 19.58, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""3cced201-5c61-4745-b0ca-cc0d1211bd55"", ""round"": 8}",/search/true?page=1&searchQuery=%E5%96%B7%E9%9B%BE&level1=14&level2=848648
F003,1513,F003-1775897307.043262,8,"{""name"": ""QR护发精华"", ""description"": ""(含QR码)Livetined护发精华 护发精华素 30ml"", ""type"": -1, ""tags"": ""护发精华,护发素,发膜,修护,滋养,柔顺,防毛躁,亮泽,便携装,旅行装,QR码,智能包装,护发产品,美发护理,秀发保养"", ""labels"": ""头部护理与造型"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729912342513879946.jpeg"", ""brand"": """", ""category_id_path"": ""14.848904"", ""categories"": [{""id"": ""d044a4ec-c1c2-4309-8487-1e92c8d3f72f"", ""name"": ""QR护发精华"", ""price"": 12.98, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""241bcd07-3c38-4ee6-bdcf-5f749bec041c"", ""round"": 8}",/search/true?page=1&searchQuery=%E6%8A%A4%E5%8F%91
F003,1049,F003-1775897360.2053604,8,"{""name"": ""旋刷眉笔"", ""description"": ""防水眉笔 旋转式双头眉笔 2合1 内置眉刷 5色可选 GMB"", ""type"": -1, ""tags"": ""防水眉笔,旋转式眉笔,双头眉笔,2合1眉笔,内置眉刷,多色可选,持久防汗,精细眉笔,眉妆工具,易上色"", ""labels"": ""美妆"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729643078414797473.jpeg"", ""brand"": """", ""category_id_path"": ""14.848648"", ""categories"": [{""id"": ""322a315f-2862-4345-9b02-61dec5bc1972"", ""name"": ""旋刷眉笔"", ""price"": 1.47, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""6190f37b-08d7-4a9a-9f12-47ed6c1ce016"", ""round"": 8}",/search/true?page=1&searchQuery=%E7%9C%89%E7%AC%94
F003,1569,F003-1775898078.3634498,9,"{""name"": ""防晒妆前乳"", ""description"": ""(现货) 防晒妆前乳 Ko Rich"", ""type"": -1, ""tags"": ""防晒妆前乳,妆前乳,防晒隔离,防晒打底,妆前打底,防晒护肤,防晒彩妆,轻薄防晒,日常防晒,防晒保湿,防晒提亮,妆前防护,防晒霜,隔离霜,防晒乳,面部防晒,护肤打底,化妆品防晒,防晒妆前,妆前隔离"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729498410309290045.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""8ef6c55f-5964-4297-a08f-e9f969bac8fc"", ""name"": ""防晒妆前乳"", ""price"": 34.98, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""6d8c8ce0-a7ba-43d0-8ae5-a104f64115ff"", ""round"": 9}",/search/true?page=2&level1=14&minPrice=0&maxPrice=9999999&order=7&level2=848776
F003,1064,F003-1775898108.8401847,9,"{""name"": ""CeraVe修护霜"", ""description"": ""CeraVe 保湿修护面霜"", ""type"": -1, ""tags"": ""保湿面霜,修护面霜,神经酰胺,屏障修护,敏感肌适用,干燥肌适用,长效保湿,温和配方,身体乳,面部保湿"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729429114630212087.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""214d88ef-9f29-4593-8e1e-bde660849afa"", ""name"": ""CeraVe修护霜"", ""price"": 49.5, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""b65c435c-6af5-4906-8cee-9a2f8bada15b"", ""round"": 9}",/search/true?page=2&level1=14&minPrice=0&maxPrice=9999999&order=7&level2=848776
F003,1418,F003-1775898152.0959258,9,"{""name"": ""焕亮泥膜棒"", ""description"": ""【BCD】SKINTIFIC 烟酰胺焕亮粘土面膜棒/艾草粘土面膜棒 40g/火山泥面膜棒"", ""type"": -1, ""tags"": ""烟酰胺面膜,粘土面膜,清洁面膜,面膜棒,焕亮提亮,控油清洁,毛孔清洁,艾草面膜,火山泥面膜,便携面膜,护肤面膜,深层清洁,去黑头,舒缓肌肤,泥膜"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729617842844109671.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""2e7f8ecd-9600-4258-b828-6541e61982af"", ""name"": ""焕亮泥膜棒"", ""price"": 50.6, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""cdd403a5-9b3b-4000-8d71-c02d83c3e04c"", ""round"": 9}",/search/true?page=2&level1=14&minPrice=0&maxPrice=9999999&order=7&level2=848776
F003,1130,F003-1775898242.0649858,9,"{""name"": ""维C精华"", ""description"": ""Gravich三重维C精华液 30毫升"", ""type"": -1, ""tags"": ""维C精华,抗氧化,提亮肤色,美白淡斑,修护肌肤,保湿补水,抗衰老,紧致肌肤,精华液,护肤品"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729431180817369608.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""4ff7fbee-6a0f-4379-bfbc-262cf2837c7b"", ""name"": ""维C精华"", ""price"": 77, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""f39b5085-8f89-4a17-8173-207b3dd0bdf2"", ""round"": 9}",/search/true?page=3&level1=14&minPrice=0&maxPrice=9999999&order=7&level2=848776
F003,1025,F003-1775898414.142031,9,"{""name"": ""康草堂"", ""description"": ""กาญจนา草药 [品牌直营店]"", ""type"": -1, ""tags"": ""กาญจนา,草药,品牌直营,泰国草药,传统草药,草本产品,天然草药,健康产品,植物提取,草药配方"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729851643678722483.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""065d2401-399f-48c0-8995-600902bee4d6"", ""name"": ""康草堂"", ""price"": 17.38, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""ccf3fe67-2ebb-4c89-8439-8e2dd2be2656"", ""round"": 9}",/search/true?page=4&level1=14&minPrice=0&maxPrice=9999999&order=7&level2=848776
F003,1289,F003-1775898445.3838122,9,"{""name"": ""SADOER水光面膜"", ""description"": ""SADOER 面膜 深层补水保湿 提亮肤色 热门面部护理面膜"", ""type"": -1, ""tags"": ""深层补水,保湿面膜,提亮肤色,面部护理,热门面膜,护肤面膜,补水面膜,亮肤面膜,面膜贴,护肤保养"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729858177955498178.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""1ffc58f1-f398-4560-ba0a-e50ea9dcbd5b"", ""name"": ""SADOER水光面膜"", ""price"": 0.85, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""c3807ad8-f54b-4890-966a-39ac54a1e237"", ""round"": 9}",/search/true?page=4&level1=14&minPrice=0&maxPrice=9999999&order=7&level2=848776
a202200800529,4741,a202200800529-1775890429.52316,1,"{""name"": ""大尺寸浴巾"", ""description"": ""热卖大尺寸浴巾 现货"", ""type"": -1, ""tags"": ""防风防雨,透气"", ""labels"": ""家居日用"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/image_pre/8000000000000062.png"", ""brand"": """", ""category_id_path"": ""10.852616"", ""categories"": [{""id"": ""dd832bfd-2cf0-4a1e-98ea-cc2c15c6a117"", ""name"": ""大尺寸浴巾"", ""price"": 41.43, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""d32247e6-764a-43b8-96b0-1acc566dd36f"", ""round"": 1}",/search/true?page=1&minPrice=0&maxPrice=9999999&order=0&level1=10&level2=852616
a202200800529,2675,a202200800529-1775890455.125272,1,"{""name"": ""纳米毛巾"", ""description"": ""新款纳米毛巾 包邮"", ""type"": -1, ""tags"": ""家用,便携,实惠"", ""labels"": ""酒具"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/image_pre/8000000000000001.png"", ""brand"": """", ""category_id_path"": ""11.858888"", ""categories"": [{""id"": ""45d28d89-d8b2-4d69-a2e9-a46e2cd39b85"", ""name"": ""纳米毛巾"", ""price"": 13.25, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""0124ceb1-261e-419a-b097-2bd874debadc"", ""round"": 1}",/search/true?page=1&level1=11&level2=858888
a202200800529,1313,a202200800529-1775890474.7568378,1,"{""name"": ""地刷"", ""description"": ""推荐地刷 好评如潮"", ""type"": -1, ""tags"": ""耐磨,防霉,易清洗"", ""labels"": ""手机配件"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/image_pre/8000000000000065.png"", ""brand"": """", ""category_id_path"": ""16.909064"", ""categories"": [{""id"": ""08040b76-5c8a-4d32-aeae-c45bff5ce5e7"", ""name"": ""地刷"", ""price"": 26.43, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""2c260398-3646-41cf-bc6a-1351c6919a87"", ""round"": 1}",/search/true?page=1&level1=16&level2=909064
a202200800529,1761,a202200800529-1775891243.8218281,2,"{""name"": ""雨衣套装2"", ""description"": ""家用雨衣套装2 品质保证"", ""type"": -1, ""tags"": ""清洁,除臭,清香"", ""labels"": ""保健食品"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/image_pre/8000000000000098.png"", ""brand"": """", ""category_id_path"": ""25.700646"", ""categories"": [{""id"": ""4e77c66a-6606-4009-9142-b05479ea6445"", ""name"": ""雨衣套装2"", ""price"": 12.2, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""cbf6b514-8f48-4461-b7ca-1ca910651d0d"", ""round"": 2}",/search/true?page=1&level1=25&level2=700646
a202200800529,1892,a202200800529-1775891265.3830538,2,"{""name"": ""洁厕凝珠2"", ""description"": ""加厚洁厕凝珠2 人气"", ""type"": -1, ""tags"": ""简约,现代,北欧风"", ""labels"": ""杂志与报纸"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/image_pre/8000000000000100.png"", ""brand"": """", ""category_id_path"": ""26.985736"", ""categories"": [{""id"": ""e52d54ae-0f98-458f-8a17-b8a57fff7396"", ""name"": ""洁厕凝珠2"", ""price"": 17.58, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""283f7056-4e44-4429-ad6a-686eb104cfcb"", ""round"": 2}",/search/true?page=1&level1=26
a202200800529,4309,a202200800529-1775891948.3697412,3,"{""name"": ""粉效强芯"", ""description"": ""Wansiri s 公司配方强效粉色胶囊 10粒装 [粉色包装]"", ""type"": -1, ""tags"": ""粉色胶囊,强效配方,10粒装,保健品,营养补充,女性健康,美容养颜,便携包装,日常养护,增强免疫力"", ""labels"": ""保健食品"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1730431862890465868.jpeg"", ""brand"": """", ""category_id_path"": ""25.700646"", ""categories"": [{""id"": ""0f12c82b-88c6-47a3-9253-0c2b6bc36afc"", ""name"": ""粉效强芯"", ""price"": 34.98, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""e2b94290-0de0-4e6b-ad3a-369e734cc0c3"", ""round"": 3}",/search/true?page=1&level1=25&level2=700646
a202200800529,1446,a202200800529-1775891997.3299541,3,"{""name"": ""360度旋转晾衣杆"", ""description"": ""不锈钢40/30/20晾衣夹挂杆 强力夹子 衣架 方形可360度旋转 耐用防锈 铁质晾衣杆 不锈钢晾衣杆 不锈钢晾衣夹/圆形夹式晾衣杆 强力耐用晾衣夹 悬挂挂钩和别针 挂衣用品"", ""type"": -1, ""tags"": ""不锈钢晾衣杆,晾衣夹,强力夹子,360度旋转,方形挂杆,防锈耐用,铁质晾衣杆,圆形夹式,悬挂挂钩,挂衣用品,衣架,晾晒工具,家用晾衣,户外晾晒,旋转衣夹"", ""labels"": ""家居收纳"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729785997732580255.jpeg"", ""brand"": """", ""category_id_path"": ""10.851848"", ""categories"": [{""id"": ""cea97949-41a1-4f04-a3f1-54e8a85570f3"", ""name"": ""360度旋转晾衣杆"", ""price"": 4.15, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""feb68c22-f848-412a-8f4f-249435aaee80"", ""round"": 3}",/search/true?page=1&level1=10&level2=851848
a202200800529,6572,a202200800529-1775892054.1148515,3,"{""name"": ""涡轮铝扇"", ""description"": ""AIKO AVF-006 6英寸台式风扇 铝制扇叶 迷你涡轮 小型风扇 紧凑尺寸 插电式风扇"", ""type"": -1, ""tags"": ""迷你风扇,台式风扇,涡轮风扇,铝制扇叶,紧凑风扇,插电风扇,桌面风扇,小型风扇,办公风扇,家用风扇,静音风扇,便携风扇,散热风扇,USB风扇,迷你涡轮"", ""labels"": ""生活家电"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729593308411562494.jpeg"", ""brand"": """", ""category_id_path"": ""13.844808"", ""categories"": [{""id"": ""6fbbd388-a293-40a5-b7f4-e80bdbf60232"", ""name"": ""涡轮铝扇"", ""price"": 65.78, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""30d704fb-524e-4616-adff-8f83af414a06"", ""round"": 3}",/search/true?page=1&level1=13&level2=844808
a202200800529,1594,a202200800529-1775893124.2306027,4,"{""name"": ""浴室防滑垫"", ""description"": ""防滑垫，浴室DIY垫 30*30厘米 PVC材质，适用于浴室或厨房，防水防滑，家居装饰配件"", ""type"": -1, ""tags"": ""防滑垫,浴室垫,厨房垫,PVC材质,防水防滑,家居装饰,DIY垫子,地垫,卫浴配件,防滑地垫,家居配件,浴室防滑,厨房防滑,家居安全,实用垫"", ""labels"": ""浴室用品"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1730286786090010913.jpeg"", ""brand"": """", ""category_id_path"": ""10.851976"", ""categories"": [{""id"": ""ec8456cc-966e-4658-9557-b22aec75d17c"", ""name"": ""浴室防滑垫"", ""price"": 1.76, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""02075811-f141-40c4-9a0d-578c5113d12e"", ""round"": 4}",/search/true?page=1&level1=10&level2=851976
a202200800529,1520,a202200800529-1775893135.055889,4,"{""name"": ""三味墨鱼仔"", ""description"": ""三味酱炒墨鱼仔150克（4盒290泰铢）炸制后与酱汁完美融合，香味浓郁，甜、酸、辣味恰到好处（非酥脆口感）。"", ""type"": -1, ""tags"": ""三味酱炒墨鱼仔,墨鱼仔,海鲜零食,泰国风味,甜酸辣,酱汁浓郁,即食海鲜,休闲零食,下酒菜,泰式料理"", ""labels"": ""生鲜冷冻食品"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729731407329855665.jpeg"", ""brand"": """", ""category_id_path"": ""24.915464"", ""categories"": [{""id"": ""d59cebce-3093-447e-a4af-3e3d8ad9fdc4"", ""name"": ""三味墨鱼仔"", ""price"": 42.9, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""befb3395-6eb2-4db9-a6ac-6f0f86c30baf"", ""round"": 4}",/search/true?page=1
a202200800529,1312,a202200800529-1775893166.103568,4,"{""name"": ""坚固自动伞"", ""description"": ""[买2件更划算] 自动伞 纯色雨伞 防雨防晒 12骨大骨架坚固伞 防辐射便携 UV/UVA/UVB防护 一键自动折叠收纳 随身携带"", ""type"": -1, ""tags"": ""自动伞,纯色雨伞,防雨防晒,12骨大骨架,坚固耐用,防辐射,便携折叠,一键自动,UV防护,UVA防护,UVB防护,随身携带,折叠伞,晴雨伞,防晒伞,大号雨伞"", ""labels"": ""家居日用"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729609514345007726.jpeg"", ""brand"": """", ""category_id_path"": ""10.852616"", ""categories"": [{""id"": ""8b365023-5412-43fc-bbf2-3f585fe4ab9b"", ""name"": ""坚固自动伞"", ""price"": 28.6, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""5653135d-7450-4a32-bb70-0303652b5896"", ""round"": 4}",/search/true?page=1&level1=10&level2=852616
a202200800529,1906,a202200800529-1775893999.7077825,5,"{""name"": ""粉奢空气卷纸"", ""description"": ""[20包] Botare CHEERFUL PINK 奢华舒适长卷空气垫卫生纸 4层 360张 清洁纸巾"", ""type"": -1, ""tags"": ""Botare,CHEERFUL PINK,奢华舒适,长卷,空气垫,卫生纸,4层,360张,清洁纸巾,厨房纸巾,厚实柔韧,家用纸巾,卷纸,生活用纸"", ""labels"": ""家庭护理用品"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1730518247154485754.jpeg"", ""brand"": """", ""category_id_path"": ""10.852232"", ""categories"": [{""id"": ""9ffa43a8-c6b6-46f2-8201-f886c49e51a8"", ""name"": ""粉奢空气卷纸"", ""price"": 43.78, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""a9deb5ed-3a76-40b4-91c9-f0b0e7a4361b"", ""round"": 5}",/search/true?page=1&level1=10
a202200800529,1832,a202200800529-1775894077.3617287,5,"{""name"": ""蓝韵茶具"", ""description"": ""不锈钢茶壶套装带玻璃杯，茶杯套装，茶具套装 茶壶+4个杯子 蓝色礼盒"", ""type"": -1, ""tags"": ""不锈钢茶壶,玻璃茶杯,茶具套装,蓝色礼盒,家用茶具,泡茶工具,茶壶茶杯套装,礼品茶具,不锈钢材质,耐热玻璃杯,4件套,茶艺用品,现代茶具,家居用品,送礼佳品"", ""labels"": ""咖啡用具与茶用具"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729599372607130539.jpeg"", ""brand"": """", ""category_id_path"": ""11.858504"", ""categories"": [{""id"": ""843d1438-e07e-4c18-8052-573e8c7375c0"", ""name"": ""蓝韵茶具"", ""price"": 13.64, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""6f00f30a-637e-4ed2-8332-ecee429a5569"", ""round"": 5}",/search/true?page=1&level1=11
a202200800529,1192,a202200800529-1775894229.5452366,5,"{""name"": ""分子柔肤霜"", ""description"": ""分子学入门柔肤霜️"", ""type"": -1, ""tags"": ""分子学,柔肤霜,入门护肤,基础护肤,保湿,滋润,温和,舒缓,敏感肌适用,护肤霜,肌肤屏障,修护,日常护理"", ""labels"": ""美容护肤"", ""imageUrl"": ""https://aivlml-cdn.glotrade.site/images_hk0126/1729575394851261372.jpeg"", ""brand"": """", ""category_id_path"": ""14.848776"", ""categories"": [{""id"": ""9b32727c-a9eb-4597-ac16-3b8b577fe750"", ""name"": ""分子柔肤霜"", ""price"": 129.58, ""quantity"": 1, ""selected"": true, ""remaining_quantity"": 999999}], ""id"": ""0787837a-3a2c-4662-a8a1-fb6097bc9b15"", ""round"": 5}",/search/true?page=1&searchQuery=%E5%88%86%E5%AD%90%E6%9F%94%E8%82%A4%E9%9C%9C
