username,product_id,round,visit_time,leave_time
F003,1730620339309808598,9,2026-04-11 17:06:14.507000,2026-04-11 17:06:16.323000
a202200800529,1729540017917430090,9,2026-04-11 16:56:23.683000,2026-04-11 16:56:30.306000
a202200800529,1729575394851261372,5,2026-04-11 15:57:07.271000,2026-04-11 15:57:12.095000
a202200800529,1729575394851261372,6,2026-04-11 16:11:10.799000,2026-04-11 16:11:16.363000
a202200800529,1729593308411562494,3,2026-04-11 15:20:46.250000,2026-04-11 15:20:56.880000
a202200800529,1729599372607130539,5,2026-04-11 15:54:34.550000,2026-04-11 15:54:39.448000
a202200800529,1729609514345007726,4,2026-04-11 15:39:23.781000,2026-04-11 15:39:28.316000
a202200800529,1729616463296760650,8,2026-04-11 16:39:50.750000,2026-04-11 16:39:56.527000
a202200800529,1729712542434757351,6,2026-04-11 16:15:37.084000,2026-04-11 16:15:41.658000
a202200800529,1729731407329855665,4,2026-04-11 15:38:52.565000,2026-04-11 15:38:57.021000
a202200800529,1729748162036795676,7,2026-04-11 16:25:29.673000,2026-04-11 16:25:35.944000
a202200800529,1729748913549707419,8,2026-04-11 16:40:41.317000,2026-04-11 16:40:46.120000
a202200800529,1729785997732580255,3,2026-04-11 15:19:53.794000,2026-04-11 15:19:59.920000
a202200800529,1729797187562277387,3,2026-04-11 15:19:33.021000,2026-04-11 15:19:36.598000
a202200800529,1730042182033050501,3,2026-04-11 15:20:21.332000,2026-04-11 15:20:28.744000
a202200800529,1730286786090010913,4,2026-04-11 15:38:41.319000,2026-04-11 15:38:47.630000
a202200800529,1730431862890465868,3,2026-04-11 15:19:01.756000,2026-04-11 15:19:11.861000
a202200800529,1730487649048169265,5,2026-04-11 15:57:54.911000,2026-04-11 15:58:00.222000
a202200800529,1730518247154485754,5,2026-04-11 15:53:16.744000,2026-04-11 15:53:22.073000
a202200800529,8000000000000001,1,2026-04-11 14:54:09.846000,2026-04-11 14:54:17.953000
a202200800529,8000000000000062,1,2026-04-11 14:53:42.215000,2026-04-11 14:53:54.896000
a202200800529,8000000000000065,1,2026-04-11 14:54:31.348000,2026-04-11 14:54:37.096000
a202200800529,8000000000000098,2,2026-04-11 15:07:20.484000,2026-04-11 15:07:27.047000
a202200800529,8000000000000100,2,2026-04-11 15:07:41.911000,2026-04-11 15:07:48.636000
a202200800529,a202200800529-1775890429.52316,1,2026-04-11 14:56:08.395000,2026-04-11 14:58:07.241000
a202200800529,a202200800529-1775890455.125272,1,2026-04-11 14:58:12.826000,2026-04-11 14:58:17.923000
a202200800529,a202200800529-1775890474.7568378,1,2026-04-11 14:54:41.856000,2026-04-11 14:56:02.924000
a202200800529,a202200800529-1775891243.8218281,2,2026-04-11 15:08:20.477000,2026-04-11 15:09:57.856000
a202200800529,a202200800529-1775891265.3830538,2,2026-04-11 15:09:59.233000,2026-04-11 15:11:16.259000
a202200800529,a202200800529-1775891948.3697412,3,2026-04-11 15:22:12.282000,2026-04-11 15:22:22.648000
a202200800529,a202200800529-1775891997.3299541,3,2026-04-11 15:21:28.724000,2026-04-11 15:22:01.443000
a202200800529,a202200800529-1775891997.3299541,4,2026-04-11 15:37:24.612000,2026-04-11 15:37:30.230000
a202200800529,a202200800529-1775892054.1148515,3,2026-04-11 15:22:03.426000,2026-04-11 15:22:11.005000
a202200800529,a202200800529-1775893135.055889,6,2026-04-11 16:11:42.842000,2026-04-11 16:11:48.156000
a202200800529,a202200800529-1775894077.3617287,5,2026-04-11 15:57:14.550000,2026-04-11 15:57:19.918000
a202200800529,a202200800529-1775894229.5452366,5,2026-04-11 15:58:02.001000,2026-04-11 15:58:06.442000
a202200800529,a202200800529-1775895074.591829,6,2026-04-11 16:15:20.989000,2026-04-11 16:15:25.300000
a202200800529,a202200800529-1775895339.1138291,7,2026-04-11 16:26:05.855000,2026-04-11 16:26:11.312000
a202200800529,a202300630050-1775893533.4066901,5,2026-04-11 15:54:20.047000,2026-04-11 15:54:25.598000
a202200800529,a202400640003-1775893401.6043346,5,2026-04-11 15:51:11.893000,2026-04-11 15:51:19.986000
a202200800529,b202500620184-1775893424.4771972,5,2026-04-11 15:50:39.723000,2026-04-11 15:50:45.430000
a202200800529,b202500620184-1775893424.4771972,5,2026-04-11 15:52:08.347000,2026-04-11 15:52:19.889000
a202300620066,1729453267187370239,3,2026-04-11 15:20:38.787000,2026-04-11 15:20:40.908000
a202300620066,1729476441135090405,3,2026-04-11 15:19:53.942000,2026-04-11 15:19:57.697000
a202300620066,1729511210008808131,8,2026-04-11 16:43:07.902000,2026-04-11 16:43:09.302000
a202300620066,1729511210008808131,9,2026-04-11 16:57:51.342000,2026-04-11 16:57:53.215000
a202300620066,1729543411126799254,3,2026-04-11 15:19:49.530000,2026-04-11 15:19:51.265000
a202300620066,1729546958917831595,3,2026-04-11 15:27:14.992000,2026-04-11 15:27:17.465000
a202300620066,1729546958917831595,3,2026-04-11 15:27:19.420000,2026-04-11 15:27:24.050000
a202300620066,1729566374085888162,5,2026-04-11 15:52:04.269000,2026-04-11 15:52:05.883000
a202300620066,1729570418317102056,4,2026-04-11 15:38:33.800000,2026-04-11 15:38:35.243000
a202300620066,1729571037986720340,8,2026-04-11 16:45:06.447000,2026-04-11 16:45:07.711000
a202300620066,1729575394851261372,6,2026-04-11 16:14:01.516000,2026-04-11 16:14:02.952000
a202300620066,1729575395734621116,6,2026-04-11 16:13:59.031000,2026-04-11 16:14:00.636000
a202300620066,1729575395734621116,6,2026-04-11 16:14:17.245000,2026-04-11 16:14:19.016000
a202300620066,1729575396442082236,6,2026-04-11 16:14:03.832000,2026-04-11 16:14:05.975000
a202300620066,1729578251066051323,6,2026-04-11 16:15:26.300000,2026-04-11 16:15:27.638000
a202300620066,1729580842405694175,6,2026-04-11 16:09:43.308000,2026-04-11 16:09:44.983000
a202300620066,1729580842405694175,8,2026-04-11 16:40:50.035000,2026-04-11 16:40:51.729000
a202300620066,1729583262616947187,3,2026-04-11 15:24:40.184000,2026-04-11 15:24:42.027000
a202300620066,1729589995919477379,4,2026-04-11 15:37:50.477000,2026-04-11 15:37:55.839000
a202300620066,1729591286102657555,8,2026-04-11 16:45:12.077000,2026-04-11 16:45:13.245000
a202300620066,1729594958821231298,6,2026-04-11 16:14:20.699000,2026-04-11 16:14:27.477000
a202300620066,1729598875655506565,6,2026-04-11 16:08:55.734000,2026-04-11 16:08:57.324000
a202300620066,1729599032046880862,6,2026-04-11 16:15:36.766000,2026-04-11 16:15:38.155000
a202300620066,1729601150148184274,3,2026-04-11 15:24:14.220000,2026-04-11 15:24:15.827000
a202300620066,1729602058743351714,3,2026-04-11 15:20:00.689000,2026-04-11 15:20:04.273000
a202300620066,1729614638857750946,3,2026-04-11 15:20:41.961000,2026-04-11 15:20:50.119000
a202300620066,1729617050887686643,3,2026-04-11 15:24:43.083000,2026-04-11 15:24:44.628000
a202300620066,1729623278999013410,6,2026-04-11 16:09:53.313000,2026-04-11 16:09:54.931000
a202300620066,1729624847332772362,9,2026-04-11 17:01:43.662000,2026-04-11 17:01:45.257000
a202300620066,1729637871345175086,9,2026-04-11 17:00:04.790000,2026-04-11 17:00:06.324000
a202300620066,1729640062232791387,9,2026-04-11 16:59:16.014000,2026-04-11 16:59:20.427000
a202300620066,1729645015402449393,4,2026-04-11 15:38:25.017000,2026-04-11 15:38:27.193000
a202300620066,1729658311182813718,5,2026-04-11 15:55:27.918000,2026-04-11 15:55:30.507000
a202300620066,1729658311182813718,5,2026-04-11 15:55:35.198000,2026-04-11 15:55:41.273000
a202300620066,1729658311182813718,9,2026-04-11 16:58:54.439000,2026-04-11 16:58:55.890000
a202300620066,1729670976216664113,4,2026-04-11 15:39:46.869000,2026-04-11 15:39:53.778000
a202300620066,1729670976216664113,5,2026-04-11 15:58:03.966000,2026-04-11 15:58:06.415000
a202300620066,1729677093321476276,4,2026-04-11 15:39:55.126000,2026-04-11 15:39:57.333000
a202300620066,1729677509502274006,4,2026-04-11 15:38:28.235000,2026-04-11 15:38:30.169000
a202300620066,1729681805715671720,3,2026-04-11 15:22:08.518000,2026-04-11 15:22:15.436000
a202300620066,1729684719839840605,5,2026-04-11 15:57:07.095000,2026-04-11 15:57:16.035000
a202300620066,1729691289376099119,6,2026-04-11 16:15:33.396000,2026-04-11 16:15:34.893000
a202300620066,1729698954991471216,8,2026-04-11 16:41:39.845000,2026-04-11 16:41:45.999000
a202300620066,1729698954991471216,8,2026-04-11 16:46:08.897000,2026-04-11 16:46:10.488000
a202300620066,1729701225489206263,5,2026-04-11 15:55:25.385000,2026-04-11 15:55:26.876000
a202300620066,1729701225489206263,9,2026-04-11 16:59:33.235000,2026-04-11 16:59:34.684000
a202300620066,1729702429307996956,9,2026-04-11 17:00:26.871000,2026-04-11 17:00:29.265000
a202300620066,1729704323320220555,4,2026-04-11 15:38:53.414000,2026-04-11 15:38:54.974000
a202300620066,1729706695218727758,7,2026-04-11 16:27:14.396000,2026-04-11 16:27:15.950000
a202300620066,1729707465957280370,9,2026-04-11 17:01:33.342000,2026-04-11 17:01:34.861000
a202300620066,1729708883354355962,4,2026-04-11 15:37:37.544000,2026-04-11 15:37:45.015000
a202300620066,1729717143436823027,3,2026-04-11 15:24:35.029000,2026-04-11 15:24:36.913000
a202300620066,1729717483572332754,3,2026-04-11 15:24:16.891000,2026-04-11 15:24:18.869000
a202300620066,1729723994305104516,9,2026-04-11 16:58:56.963000,2026-04-11 16:58:58.382000
a202300620066,1729731407329855665,6,2026-04-11 16:08:40.078000,2026-04-11 16:08:41.747000
a202300620066,1729731407329855665,6,2026-04-11 16:08:43.952000,2026-04-11 16:08:48.368000
a202300620066,1729733196686854792,9,2026-04-11 17:00:22.922000,2026-04-11 17:00:24.309000
a202300620066,1729735300635069090,8,2026-04-11 16:43:19.648000,2026-04-11 16:43:29.959000
a202300620066,1729735300635069090,8,2026-04-11 16:47:14.499000,2026-04-11 16:47:16.382000
a202300620066,1729735300635069090,9,2026-04-11 16:56:02.439000,2026-04-11 16:56:06.694000
a202300620066,1729738162688592077,8,2026-04-11 16:43:17.049000,2026-04-11 16:43:18.420000
a202300620066,1729739859538839791,8,2026-04-11 16:45:22.510000,2026-04-11 16:45:36.400000
a202300620066,1729745203873024286,9,2026-04-11 17:00:39.825000,2026-04-11 17:00:43.044000
a202300620066,1729748758878850027,8,2026-04-11 16:41:31.939000,2026-04-11 16:41:34.805000
a202300620066,1729748758878850027,9,2026-04-11 16:59:48.324000,2026-04-11 16:59:49.977000
a202300620066,1729756538091178583,6,2026-04-11 16:15:31.257000,2026-04-11 16:15:32.481000
a202300620066,1729763297684392622,3,2026-04-11 15:22:19.572000,2026-04-11 15:22:21.286000
a202300620066,1729777020657961575,5,2026-04-11 15:55:23.183000,2026-04-11 15:55:24.578000
a202300620066,1729777020657961575,9,2026-04-11 16:59:39.533000,2026-04-11 16:59:40.685000
a202300620066,1729785115603470748,8,2026-04-11 16:45:18.088000,2026-04-11 16:45:19.524000
a202300620066,1729833653221559264,6,2026-04-11 16:12:28.918000,2026-04-11 16:12:30.539000
a202300620066,1729889680968682167,9,2026-04-11 16:59:08.316000,2026-04-11 16:59:09.874000
a202300620066,1729936286935583291,9,2026-04-11 16:58:59.400000,2026-04-11 16:59:00.842000
a202300620066,1729941450201533284,5,2026-04-11 15:52:09.528000,2026-04-11 15:52:11.610000
a202300620066,1729944073407006738,4,2026-04-11 15:41:42.278000,2026-04-11 15:41:44.295000
a202300620066,1729950720051873855,9,2026-04-11 17:02:33.072000,2026-04-11 17:02:34.518000
a202300620066,1729951445258504599,4,2026-04-11 15:38:43.802000,2026-04-11 15:38:45.408000
a202300620066,1729968009011432199,7,2026-04-11 16:28:50.759000,2026-04-11 16:28:52.444000
a202300620066,1729970175446780114,3,2026-04-11 15:24:11.541000,2026-04-11 15:24:13.311000
a202300620066,1729970175446780114,3,2026-04-11 15:24:51.784000,2026-04-11 15:24:53.330000
a202300620066,1729970175446780114,3,2026-04-11 15:24:54.494000,2026-04-11 15:25:00.594000
a202300620066,1729970376842971694,7,2026-04-11 16:28:59.104000,2026-04-11 16:29:04.872000
a202300620066,1729977614284654780,9,2026-04-11 17:01:15.313000,2026-04-11 17:01:16.563000
a202300620066,1729989521819273269,6,2026-04-11 16:14:47.095000,2026-04-11 16:14:49.029000
a202300620066,1729989521819273269,6,2026-04-11 16:15:23.759000,2026-04-11 16:15:25.413000
a202300620066,1729994493134212075,9,2026-04-11 17:00:01.413000,2026-04-11 17:00:02.707000
a202300620066,1730002630605179551,3,2026-04-11 15:24:20.722000,2026-04-11 15:24:23.676000
a202300620066,1730009374081452205,4,2026-04-11 15:35:32.699000,2026-04-11 15:35:34.923000
a202300620066,1730034070403320475,7,2026-04-11 16:27:52.971000,2026-04-11 16:27:54.522000
a202300620066,1730037725459744976,3,2026-04-11 15:19:45.360000,2026-04-11 15:19:48.538000
a202300620066,1730057495737239552,8,2026-04-11 16:43:12.972000,2026-04-11 16:43:14.741000
a202300620066,1730060684659559024,8,2026-04-11 16:40:37.509000,2026-04-11 16:40:39.118000
a202300620066,1730065447045794638,4,2026-04-11 15:40:01.067000,2026-04-11 15:40:03.579000
a202300620066,1730065447045794638,4,2026-04-11 15:40:07.904000,2026-04-11 15:40:11.881000
a202300620066,1730065447045794638,6,2026-04-11 16:09:56.792000,2026-04-11 16:09:58.289000
a202300620066,1730075850648816170,5,2026-04-11 15:52:07.005000,2026-04-11 15:52:08.394000
a202300620066,1730089662654220912,8,2026-04-11 16:40:32.535000,2026-04-11 16:40:34.286000
a202300620066,1730090373398760241,9,2026-04-11 16:59:05.215000,2026-04-11 16:59:06.578000
a202300620066,1730108299813161890,7,2026-04-11 16:27:18.567000,2026-04-11 16:27:19.832000
a202300620066,1730126406655838246,3,2026-04-11 15:19:26.587000,2026-04-11 15:19:33.093000
a202300620066,1730126406655838246,3,2026-04-11 15:21:21.139000,2026-04-11 15:21:24.459000
a202300620066,1730133411155904980,9,2026-04-11 17:00:48.289000,2026-04-11 17:00:50.336000
a202300620066,1730172724976322644,4,2026-04-11 15:36:34.899000,2026-04-11 15:36:36.711000
a202300620066,1730212298494216241,6,2026-04-11 16:15:40.594000,2026-04-11 16:15:42.307000
a202300620066,1730212796365376292,3,2026-04-11 15:18:55.930000,2026-04-11 15:19:11.795000
a202300620066,1730212796365376292,3,2026-04-11 15:21:48.795000,2026-04-11 15:21:51.014000
a202300620066,1730218100084739009,7,2026-04-11 16:27:11.954000,2026-04-11 16:27:13.442000
a202300620066,1730221212079654937,8,2026-04-11 16:44:41.896000,2026-04-11 16:44:44.044000
a202300620066,1730231968255806003,8,2026-04-11 16:45:03.117000,2026-04-11 16:45:04.638000
a202300620066,1730249303517006353,8,2026-04-11 16:45:08.810000,2026-04-11 16:45:10.130000
a202300620066,1730254091451665343,4,2026-04-11 15:37:47.165000,2026-04-11 15:37:49.562000
a202300620066,1730254387035408991,4,2026-04-11 15:38:56.159000,2026-04-11 15:38:57.814000
a202300620066,1730254902907996967,6,2026-04-11 16:09:50.897000,2026-04-11 16:09:52.377000
a202300620066,1730254902907996967,8,2026-04-11 16:40:46.519000,2026-04-11 16:40:47.848000
a202300620066,1730290921587509475,6,2026-04-11 16:08:51.587000,2026-04-11 16:08:52.771000
a202300620066,1730302246177311215,9,2026-04-11 16:58:21.224000,2026-04-11 16:58:23.259000
a202300620066,1730313410652047409,9,2026-04-11 17:01:18.747000,2026-04-11 17:01:23.007000
a202300620066,1730324833840171962,8,2026-04-11 16:40:43.196000,2026-04-11 16:40:45.334000
a202300620066,1730324833840171962,8,2026-04-11 16:40:55.586000,2026-04-11 16:40:57.264000
a202300620066,1730327955668503152,8,2026-04-11 16:40:40.811000,2026-04-11 16:40:42.092000
a202300620066,1730327955668503152,9,2026-04-11 17:01:10.251000,2026-04-11 17:01:11.580000
a202300620066,1730336224141806229,3,2026-04-11 15:22:26.599000,2026-04-11 15:22:33.047000
a202300620066,1730351251362056816,6,2026-04-11 16:09:48.049000,2026-04-11 16:09:49.832000
a202300620066,1730351251362056816,6,2026-04-11 16:09:59.208000,2026-04-11 16:10:03.290000
a202300620066,1730351251362056816,8,2026-04-11 16:46:05.505000,2026-04-11 16:46:07.436000
a202300620066,1730415382995896847,6,2026-04-11 16:08:53.712000,2026-04-11 16:08:55.049000
a202300620066,1730417495806806209,6,2026-04-11 16:15:28.487000,2026-04-11 16:15:29.833000
a202300620066,1730441107308120351,7,2026-04-11 16:29:39.968000,2026-04-11 16:29:41.398000
a202300620066,1730469530531105454,5,2026-04-11 15:54:45.501000,2026-04-11 15:54:46.980000
a202300620066,1730481143064857045,9,2026-04-11 16:58:52.086000,2026-04-11 16:58:53.587000
a202300620066,1730486896330770675,8,2026-04-11 16:41:10.400000,2026-04-11 16:41:11.658000
a202300620066,1730504066878703838,6,2026-04-11 16:08:58.840000,2026-04-11 16:09:22.751000
a202300620066,1730506825253292878,6,2026-04-11 16:10:05.002000,2026-04-11 16:10:06.304000
a202300620066,1730506825253292878,8,2026-04-11 16:40:29.828000,2026-04-11 16:40:31.322000
a202300620066,1730514857585903759,9,2026-04-11 17:00:30.473000,2026-04-11 17:00:31.872000
a202300620066,1730524196155787491,5,2026-04-11 15:52:22.015000,2026-04-11 15:52:28.215000
a202300620066,1730540791349087022,7,2026-04-11 16:27:21.293000,2026-04-11 16:27:22.650000
a202300620066,1730545605891623302,7,2026-04-11 16:27:08.558000,2026-04-11 16:27:09.934000
a202300620066,1730548694596683777,5,2026-04-11 15:55:14.843000,2026-04-11 15:55:16.216000
a202300620066,1730578259139463799,3,2026-04-11 15:22:23.515000,2026-04-11 15:22:25.164000
a202300620066,1730581933646973667,5,2026-04-11 15:55:32.264000,2026-04-11 15:55:33.928000
a202300620066,1730581933646973667,9,2026-04-11 16:58:44.905000,2026-04-11 16:58:46.400000
a202300620066,1730583457865763740,9,2026-04-11 16:59:11.056000,2026-04-11 16:59:12.361000
a202300620066,1730589720585537679,9,2026-04-11 17:00:45.218000,2026-04-11 17:00:46.402000
a202300620066,1730589926574295866,8,2026-04-11 16:41:02.624000,2026-04-11 16:41:03.987000
a202300620066,1730589926574295866,8,2026-04-11 16:41:36.497000,2026-04-11 16:41:38.020000
a202300620066,1730616622607599859,8,2026-04-11 16:40:52.897000,2026-04-11 16:40:54.743000
a202300620066,1730616622607599859,8,2026-04-11 16:41:08.282000,2026-04-11 16:41:09.545000
a202300620066,1730621981760129073,7,2026-04-11 16:27:25.487000,2026-04-11 16:27:26.974000
a202300620066,1730621981760129073,7,2026-04-11 16:28:27.184000,2026-04-11 16:28:28.666000
a202300620066,1730629282564376844,9,2026-04-11 16:58:47.401000,2026-04-11 16:58:48.812000
a202300620066,1730635987347212531,8,2026-04-11 16:41:47.599000,2026-04-11 16:41:49.197000
a202300620066,1730635987347212531,9,2026-04-11 17:00:08.712000,2026-04-11 17:00:10.001000
a202300620066,1730636120922622687,9,2026-04-11 17:02:11.349000,2026-04-11 17:02:13.435000
a202300620066,1730648127730125594,8,2026-04-11 16:44:57.401000,2026-04-11 16:44:59.072000
a202300620066,1730657528566155356,9,2026-04-11 16:59:44.149000,2026-04-11 16:59:45.728000
a202300620066,1730665695805802951,3,2026-04-11 15:24:25.411000,2026-04-11 15:24:26.920000
a202300620066,1730686313236237144,9,2026-04-11 17:01:02.407000,2026-04-11 17:01:04.050000
a202300620066,1730691246590036581,5,2026-04-11 15:51:55.156000,2026-04-11 15:51:56.698000
a202300620066,1730724762007669606,9,2026-04-11 16:59:28.799000,2026-04-11 16:59:30.145000
a202300620066,1730738560186747590,9,2026-04-11 16:59:23.420000,2026-04-11 16:59:24.585000
a202300620066,1730762874919881663,3,2026-04-11 15:20:30.541000,2026-04-11 15:20:33.439000
a202300620066,1730775029020723824,8,2026-04-11 16:41:05.889000,2026-04-11 16:41:07.305000
a202300620066,1730775648544393911,9,2026-04-11 17:01:05.843000,2026-04-11 17:01:07.202000
a202300620066,1730814380776458389,5,2026-04-11 15:51:51.093000,2026-04-11 15:51:52.760000
a202300620066,1730840558793623702,9,2026-04-11 17:00:51.586000,2026-04-11 17:00:52.817000
a202300620066,8000000000000009,2,2026-04-11 15:08:55.638000,2026-04-11 15:08:58.316000
a202300620066,8000000000000009,2,2026-04-11 15:09:11.501000,2026-04-11 15:09:16.015000
a202300620066,8000000000000009,2,2026-04-11 15:09:56.868000,2026-04-11 15:10:27.205000
a202300620066,8000000000000011,1,2026-04-11 14:53:14.943000,2026-04-11 14:55:46.683000
a202300620066,8000000000000018,2,2026-04-11 15:12:01.845000,2026-04-11 15:12:15.888000
a202300620066,8000000000000051,1,2026-04-11 14:56:47.316000,2026-04-11 14:57:47.517000
a202300620066,8000000000000061,2,2026-04-11 15:08:59.288000,2026-04-11 15:09:04.606000
a202300620066,8000000000000061,2,2026-04-11 15:10:28.080000,2026-04-11 15:10:37.424000
a202300620066,8000000000000067,2,2026-04-11 15:09:05.602000,2026-04-11 15:09:10.299000
a202300620066,8000000000000067,2,2026-04-11 15:09:16.863000,2026-04-11 15:09:55.694000
a202300620066,8000000000000096,1,2026-04-11 14:58:19.786000,2026-04-11 14:58:57.990000
a202300620066,a202300620066-1775890544.171375,1,2026-04-11 14:56:04.663000,2026-04-11 14:56:17.121000
a202300620066,a202300620066-1775890544.171375,2,2026-04-11 15:05:33.844000,2026-04-11 15:05:43.173000
a202300620066,a202300620066-1775891435.3436797,2,2026-04-11 15:11:25.538000,2026-04-11 15:11:30.187000
a202300620066,a202300620066-1775891947.7046163,3,2026-04-11 15:21:33.938000,2026-04-11 15:21:42.149000
a202300620066,a202300620066-1775891947.7046163,3,2026-04-11 15:22:34.802000,2026-04-11 15:22:40.082000
a202300620066,a202300620066-1775891970.8627455,3,2026-04-11 15:20:51.490000,2026-04-11 15:20:57.051000
a202300620066,a202300620066-1775891970.8627455,3,2026-04-11 15:21:10.607000,2026-04-11 15:21:15.857000
a202300620066,a202300620066-1775891970.8627455,3,2026-04-11 15:21:27.576000,2026-04-11 15:21:32.688000
a202300620066,a202300620066-1775892132.9072115,3,2026-04-11 15:27:26.366000,2026-04-11 15:27:30.803000
a202300620066,a202300620066-1775892151.1527653,3,2026-04-11 15:25:06.061000,2026-04-11 15:25:12.853000
a202300620066,a202300620066-1775892442.1206717,4,2026-04-11 15:40:23.283000,2026-04-11 15:40:27.522000
a202300620066,a202300620066-1775893062.7319405,4,2026-04-11 15:40:16.769000,2026-04-11 15:40:21.124000
a202300620066,a202300620066-1775894138.4380012,5,2026-04-11 15:58:14.667000,2026-04-11 15:58:19.124000
a202300620066,a202300620066-1775894926.21637,6,2026-04-11 16:12:02.146000,2026-04-11 16:12:08.511000
a202300620066,a202300620066-1775896142.7778723,8,2026-04-11 16:41:59.577000,2026-04-11 16:42:01.541000
a202300620066,a202300620066-1775896142.7778723,8,2026-04-11 16:42:03.175000,2026-04-11 16:42:07.232000
a202300620066,a202300620417-1775890507.8232248,2,2026-04-11 15:06:04.538000,2026-04-11 15:06:06.482000
a202300620066,a202300630050-1775890616.4779718,2,2026-04-11 15:05:51.427000,2026-04-11 15:05:54.094000
a202300620066,a202300630200-1775894380.4223075,6,2026-04-11 16:07:58.815000,2026-04-11 16:08:01.702000
a202300620066,a202300630200-1775894380.4223075,6,2026-04-11 16:08:05.129000,2026-04-11 16:08:06.927000
a202300620066,a202300800022-1775894938.8490112,7,2026-04-11 16:24:07.671000,2026-04-11 16:24:14.999000
a202300620066,a202400620243-1775894020.6373367,6,2026-04-11 16:13:02.293000,2026-04-11 16:13:04.045000
a202300620066,a202400620247-1775890793.3070633,2,2026-04-11 15:05:21.735000,2026-04-11 15:05:25.321000
a202300620066,a202400800501-1775892017.3259637,7,2026-04-11 16:23:10.263000,2026-04-11 16:23:12.150000
a202300620066,a202500620164-1775893091.2863443,5,2026-04-11 15:52:50.352000,2026-04-11 15:52:52.445000
a202300620066,a202500620226-1775894140.5252275,6,2026-04-11 16:15:09.650000,2026-04-11 16:15:11.570000
a202300620066,a202500620324-1775890408.6035793,2,2026-04-11 15:05:48.488000,2026-04-11 15:05:50.357000
a202300620066,b202300620004-1775890536.0579014,2,2026-04-11 15:11:45.954000,2026-04-11 15:11:49.713000
a202300620066,b202300620004-1775892452.018653,5,2026-04-11 15:52:45.782000,2026-04-11 15:52:49.278000
a202300620066,b202400620304-1775895894.7627778,9,2026-04-11 16:57:21.915000,2026-04-11 16:57:24.741000
a202300620066,b202400820061-1775890568.6842635,2,2026-04-11 15:05:55.253000,2026-04-11 15:06:02.570000
a202300620066,b202500610001-1775893204.4695683,5,2026-04-11 15:53:18.905000,2026-04-11 15:53:20.819000
a202300620066,b202500620060-1775893394.6275141,5,2026-04-11 15:53:30.093000,2026-04-11 15:53:32.143000
a202300620066,b202500620298-1775893079.5586567,5,2026-04-11 15:52:30.232000,2026-04-11 15:52:32.294000
a202300620066,b202500620363-1775890719.4465218,2,2026-04-11 15:05:26.458000,2026-04-11 15:05:27.641000
a202300620066,b202500620363-1775890719.4465218,2,2026-04-11 15:05:30.240000,2026-04-11 15:05:30.697000
a202300620066,b202500620363-1775890719.4465218,2,2026-04-11 15:05:44.535000,2026-04-11 15:05:47.620000
a202300620066,b202537674-1775896910.356278,9,2026-04-11 16:57:28.854000,2026-04-11 16:57:34.964000
